,Q,A,label
2967,관리하지 않아 큰 병을 키운 내가 한심하다고 느껴지시는군요.,지금이라도 건강을 챙겨볼까 해.,1
2968,결혼을 계획하고 계시는군요. 생각해 둔 결혼식 방식이 있을까요?,제주도에서 작게 결혼식을 하고 싶어. 가족만 모아두고 소박하게.,1
2969,이번에 승진을 하지 못하게 되셔서 충격을 받으셨군요.,인사고과도 좋았고 승진이 안 될 이유가 없었는데 왜 그런 건지 알 수 없어서 더 상처 받아.,1
2970,취업하려고 여기저기 면접을 봤는데 상처받으셨군요. 어떤 일인지 자세히 말씀해 주시겠어요? ,면접관에게서 피드백이 아닌 비판만을 받았고 자존감이 너무 떨어지고 상처를 받았어. 이젠 아무 것도 못 할 것 같아. ,1
2971,무슨 일이신지 말씀해보시겠어요?,은행에서 대출을 안 해준대.,1
2972,지원해서 온 부서가 없어진다고 해서 당황스러우셨군요.,신생부서라고 혜택을 많이 준다고 해서 왔는데 충격이야.,1
2973,고령인구에 대한 빈곤율이 증가할까 봐 걱정이시군요.,백 살까지 사는 마당에 일자리는 없으니 빈곤해질 수밖에 없어.,1
2974,친구의 힘든 모습에 마음이 좋지 않으시군요.,이제 마음 편히 살았으면 좋겠는데 말이야.,1
2975,내가 한심한 사람이라고 생각하는 이유가 있으신가요?,나이가 마흔이 다 되어가는데 아직 번듯한 직장도 없어.,1
2976,출산 때문에 어쩔 수 없이 일을 못 하고 경력 단절이 돼 취업이 힘들어져서 슬프시겠어요.,나도 정말 열심히 일할 준비가 되어 있는데 이런 상황이 답답하기만 해.,1
2977,졸업을 앞둔 사학년에 진로를 결정하지 못한 현실이 우울하시군요.,친구들은 제 할 일을 잘 찾는데 갈피를 못 잡는 내가 한심스럽기도 해.,1
2978,갑자기 다리가 뜻대로 움직이지 않아 화가 나셨군요.,다들 외출 중이라 집에 아무도 나를 도와줄 사람이 없어.,1
2979,지칠 때 주변에 기댈 사람이 없으면 얼마나 속상하실지 가늠이 되지 않아요.,하루하루가 지옥 같아. 지치고 힘든 마음을 혼자 삭히려니 마음이 더 아려와.,1
2980,친구들의 따돌림 때문에 힘드시군요.,처음엔 이렇진 않았는데 갈수록 심해져서 너무 고민이야. 밤에 잠들 때면 우는 게 일상이고 너무 힘들어.,1
2981,남자친구가 다른 여자에게 향하고 있는 것 같아 괴롭군요.,나만을 사랑하겠다고 약속했는데 배신당한 기분이야.,1
2982,괴롭힘을 당하고 있을 때 친했던 친구가 못 본척해서 너무 슬프셨겠어요.,친구한테 가서 말을 해야 될까 고민이야.,1
2983,대학교 진학을 포기하셨군요. 포기하신 이유가 무엇 때문 인가요?,학비가 없어서 우리 집이 가난하거든.,1
2984,네? 무슨 일이신지 자세히 말씀해주시겠어요? ,위암 판정을 받았어 이제 살날이 얼마 남지 않았어. ,1
2985,친구가 약속 시간을 어겨 실망하셨군요.,물어봤지. 그런데 이유를 이야기하지 않아서 알 수도 없고 서운해.,1
2986,마음이 너무 아프시겠어요. 앞으로는 어떻게 하실 건가요? ,잘 모르겠어. 앞으로의 미래가 너무 막막해 보여. ,1
2987,혼자 남은 것 같아 섭섭하시겠어요.,나도 노는 걸 좋아하는데 무시당하는 기분이야. 외로워.,1
2988,안타까운 소식이네요.,업무가 바빠서 건강관리를 소홀히 해서 그런가 봐.,1
2989,온몸이 마비될 정도로 큰일이 있으셨군요.,남편이 대부 업체에서 삼억을 대출받았대.,1
2990,어떤 이유로 우울함을 느끼셨나요?,애인이 내 외모를 지적하고 평가해.,1
2991,노후 준비 자금이 없어져 정말 걱정되시겠어요. 남편분에게 심정을 이야기하고 싶으신 건가요?,화도 내지 못한다면 속이 답답해서 살지 못해. 화라도 내서 이 슬픈 마음을 풀어야지.,1
2992,면접 탈락 때문에 상처받으셨군요.,상담원 면접을 봤는데 떨어지니까 마음이 안 좋네.,1
2993,할머니께서 하신 말 때문에 지금 불안하고 혼란스러우시군요.,내가 손자가 아니라니 이건 말도 안 돼.,1
2994,집안 형편 때문에 많이 우울하시군요.,내가 돈을 벌어서라도 동생들은 대학에 보낼거야.,1
2995,요새 너무 슬프시군요. 그렇게 생각하시는 이유가 있나요?,노인정에서 친구가 죽었어.,1
2996,간병인이 자식들이 있을 때만 잘 돌봐줘서 마음이 고통스러우시겠어요.,내가 몸을 움직이지 못해서 누군가의 도움이 필요한데 정말 슬프고 속상해.,1
2997,결혼까지 생각했던 사람과 헤어지다니 정말 슬프고 힘드실 것 같아요.,오랜 시간 함께한 애인과 하루아침에 남이 되어버리다니 정말 마음이 아프고 너무 슬퍼.,1
2998,부모님이 싸워서 속상하시군요. 어떻게 하실 건가요?,부모님께 가난해도 좋으니 안 싸우면 좋겠다고 말해야겠어.,1
2999,답안지 작성을 잘못하셨군요. 속상하시겠어요.,응. 이번에 잘봤다고 생각했는데 답안지 때문에 망했어.,1
3000,주변 분들이 그런 모습을 보이니 많이 당혹스러우셨겠어요.,도움 필요할 때는 그렇게 살갑게 와서 형님 하던 것들이. 허망하다 허망해.,1
3001,친한 친구가 하나도 없다고 생각해서 많이 슬프신가 봐요.,아무도 내 걱정을 해 주는 사람이 없어.,1
3002,회사에서 상처받는 말을 들어 슬픔을 느끼셨군요.,난 몸이 약해서 매일 약을 챙겨 먹었는데 부장님이 내게 뭐라고 하셨어.,1
3003,안보였으면 하는 모습을 보이게 되어서 곤란하셨겠네요. 손님에게 왜 퉁명스럽게 대하셨어요?,그 손님이 계속 무시하듯이 말하길래 울컥했지. 하필 딸이 그때 마트에 올 게 뭐야.,1
3004,커플링을 잃어버려서 속상하시겠어요.,커플링인데 주의하지 않은 것 같아서 실망했어.,1
3005,많이 슬프셨군요. 힘드셨겠어요.,그걸 막아줄 수 있었는데도 난 가만히 있었어. 죄책감에 어제 잠을 못 이뤘어.,1
3006,취업 때문에 많이 힘드시죠?,벌써 삼 년째야. 올해는 꼭 취업 성공하고 싶어.,1
3007,간호사가 그만둔 원인을 제공했을까 봐 마음이 괴로우시군요.,내가 아무리 쌀쌀맞게 대해도 웃으면서 대해줬던 간호사야. 더 잘해 줄 걸 후회돼.,1
3008,출산 후 초췌해진 아내를 보니 눈물이 났군요. 고생했을 걸 생각하니 슬프시겠어요.,많이 힘들 텐데 내일은 내가 아기라도 돌볼까 고민 중이야.,1
3009,마음이 힘드시군요. 그 부분에 대해 다른 사람들과 대화를 나눠보셨어요?,아직 아무와도 얘기해보진 않았어. 하지만 혼자 있으면 자꾸 눈물이 나.,1
3010,휴일에도 일을 해야 한다니 많이 힘드시겠어요.,처음에는 돈을 많이 주는 것이 좋았는데 지금은 너무 지쳤어. 내 주말을 되찾고 싶어.,1
3011,소변검사에서 염증이 있다고 나와서 걱정이 많이 되겠어요.,지금 무슨 상황인지 잘 모르겠어. 염증 수치가 높다는 게 이상해.,1
3012,순간의 감정에 의해서 친구와 다툰 내가 속상하시겠어요.,맞아. 안 싸울 수도 있는 건데 너무 성급했던 것 같아.,1
3013,어떤 부분이 그러신가요?,돈 관리에 소홀해서인지 모아 둔 돈이 없어서 내가 한심하고 슬프다.,1
3014,평생 열심히 살아오셨는데 허무한 느낌이 드시나 보네요.,열심히 돈 모아봤자 죽을 때 싸 들고 가는 것도 아닌데. 돈 많으면 뭐 해. 젊을 때 즐길걸.,1
3015,긴 시간 수험 생활로 지치셨겠어요.,아직도 붙지도 못하고 난 정말 부족해.,1
3016,심각한 상황을 선생님께서 이해해 주지 못해 슬프셨겠어요.,학교 폭력을 당하는 것도 서러운데 선생님까지 가볍게 생각하셔서 충격 받았어.,1
3017,아이와 대화가 되지 않아 속상하시군요. 어떤부분이 속상하신건가요?,일하는 바쁜 엄마라 함께 시간을 많이 보내지 못해서 그런 건가 싶어. ,1
3018,회사에서 권고사직을 받아서 많이 우울하시군요.,노후준비는커녕 대출도 한참 남았는데 세상 밖에 내쳐진 기분이야.,1
3019,결혼하고 아이도 낳으셔야 하는 게 무서우시군요. 어떤 게 제일 무서우세요?,내가 아이를 위해서 희생해야 하는 게 제일 무서워.,1
3020,돈이 없는데 아들의 빚까지 갚으려면 꽤나 힘들겠어요.,아들에게 도움이 되지 않는 부모 같아서 죄책감도 느껴져.,1
3021,기분이 많이 안 좋으시겠어요. 무슨 일이 있었나요?,내가 나이가 많다 보니 젊은 신입사원들에게 밀리고 결국 이 지경까지 왔네. 앞날이 캄캄해.,1
3022,친구들과 사이가 멀어지는 거 같아 마음이 불편하시겠어요. 어떤지 좀 더 자세히 말씀해주시겠어요?,전학생이 온 뒤로 애들이 전학생하고만 친하고 나는 그냥 병풍으로 취급하는 거 같아.,1
3023,열심히 일을 하셨는데 후회가 되신다니 어떤 일이 있으셨나요?,나를 희생하면서 한 것을 너무 당연하게 생각하고 있어서 슬프거든.,1
3024,아무 잘못이 없었는데 혼이 난 상황이 억울했을 것 같아요.,나는 아무 잘못도 없는데 혼이 나는 것이 마음에 상처였어.,1
3025,스트레스를 풀기 위해 폭식하시나 봐요. 많이 힘드시겠어요.,그런데 폭식하면 위가 상한다고 하는데. 악순환이 될까 봐 걱정이네.,1
3026,그런 상황에 처해 많이 속상하시겠어요.,간단한 조깅조차 못 하니 지난날이 너무 후회되고 슬퍼.,1
3027,회사 동료가 상을 당해서 다녀오셨군요. 어떤 기분이 드시나요?,남의 일 같지 않기도 하고 남겨진 가족이 걱정되기도 하고 아주 비통한 기분이야.,1
3028,건강검진에서 유방암이 발견되어서 많이 당황하셨겠어요.,나이가 드니 이제 하나하나 병만 늘고 서글퍼져.,1
3029,자녀 분들을 다 키우신 뒤에 남은 게 없는 기분이라 상처를 받으셨군요.,나는 자식들을 위해 희생한 게 많은데 나는 돌려받지 못하는 기분이라 비참해.,1
3030,성격 차이가 심해 만남을 지속하기 힘드시군요.,남자친구와 매일 싸우는 게 너무 힘들어.,1
3031,자식들의 마음이 떠나 많이 슬프셨겠어요.,반찬을 해줘도 애를 봐줘도 소용이 없어. 내가 잘못한 게 있지만 그래도 어떻게 부모한테 이래.,1
3032,안타까운 상황이네요. 급여가 밀리면 많이 힘드시겠어요.,업계가 모두 어려운 상황이라 이직할 데도 딱히 없어.,1
3033,문제가 어려우셨군요. 당황스러우셨겠어요.,동생 공부도 모르는 나 자신이 너무 한심해.,1
3034,찾아오는 사람이 없어 고립된 기분이시겠어요.,요즘 몸이 안 좋아 돌아다니지 못해서 그런가 봐. 아무도 나를 찾아오지 않아.,1
3035,갑작스럽게 여자친구에게 이별을 통보받아서 마음이 많이 안 좋으시겠어요.,해외여행 시 필요한 물품까지 다 사뒀는데 갑자기 이렇게 통보를 받으니 뭐부터 해야 될지 모르겠어.,1
3036,억울한 일 때문에 오늘 힘드셨군요. 어떤 일 때문에 억울함을 느꼈나요?,동료의 실수인데 내가 뒤집어썼어.,1
3037,위장 수술을 하셨군요. 가족들이 방문해주고 관심을 가져줘서 좋으셨겠어요.,근데 거짓말을 한 것 같아서 죄책감이 들어.,1
3038,친구의 죽음으로 많이 우울하신 것 같아요.,그 친구 참 좋은 친구였거든. 오랫동안 생각날 것 같아.,1
3039,직장 사원들과의 소통 때문에 많이 힘드시군요. 조금 더 자세히 이야기해주시겠어요?,젊은 사원들한테 무시당하지 않으려고 일부러 날카롭게 얘기했었거든. 그래서 지금은 내 편이 하나도 없는 느낌이야.,1
3040,오빠와 무슨 일이 있었나요?,글쎄 오빠가 돈을 지불하겠다고 해놓고 내 돈으로 계산을 했더라. 오빠를 믿었는데 실망했어.,1
3041,연애하는 사람들이 한심해 보이시는군요. 어떤 이유로 그런 생각이 드는지 알 수 있을까요?,내가 여자친구를 참 많이 만나봤는데 지나고 나면 하나도 남는 게 없더라고.,1
3042,동생과 달리 차별 받는 것 같아 마음이 좋지 않으셨겠어요.,나는 작은 실수를 해도 혼나는데 동생은 봐주니까 서러워서 울고 싶어.,1
3043,출산하고 나서 몸에 변화가 생겼군요. 기분 전환한다면 어떤 게 좋을까요?,친구 만나서 다이어트 비법을 전수받으려고 해.,1
3044,자녀 분들이 재산 때문에 싸우고 있어서 실망하셨군요.,내가 자식들을 잘못 키운 것 같아서 슬프네.,1
3045,한쪽 다리가 마비 되서 속상하시겠어요.,치료를 열심히 받아도 상태가 호전되지 않으면 어떡하나 매우 걱정이 커.,1
3046,결혼 전 생각했던 결혼생활과 실제 결혼생활의 차이 때문에 우울함을 느끼시시는군요.,응 결혼생활이 행복할 줄 알았는데 남편과의 사이가 원만하게 되지 않아 기분이 우울해. 남편과 서로 결혼생활에 대해 바라는 점을 이야기해 보면 좀 나아질까?,1
3047,두 달 동안 준비한 프러포즈를 거절당해서 부끄러우시군요.,부끄러워서 앞으로 그 사람을 어떻게 봐야 할지 모르겠어.,1
3048,상처받으셨군요. 조금 더 자세히 말씀해 주시겠어요?,평생을 힘들게 일하다 보니 허리디스크로 고생하고 있는데 아들마저 이러니 힘들어.,1
3049,친구분하고 무슨 일이 있었나요?,그 친구가 나한테 그런 돈 부탁을 할 아이가 아닌데. 오죽했으면 그랬을까.,1
3050,젊은 직원들과의 소통에 어려움을 느끼고 계시는군요. 자세히 얘기해 주세요.,내 지시에 불만을 갖는 직원들이 있는 것 같더라고. 그런 얘기를 들으면 참 속상해.,1
